0.62	5	3	62.2	3499.2	2169.5
0.63	2	4	60.4	4374	2755.6
0.63	3	2	60.8	4819.5	3036.3
0.64	1	6	60.6	3496.5	2237.8
0.65	1	1	62.2	8208	5335.2
0.66	2	4	60	4374	2886.8
0.66	2	5	62.5	3969	2619.5
0.67	2	4	61.6	4434.8	2971.3
0.67	2	5	59.5	4252.5	2849.2
0.7	1	5	60.7	5467.5	3827.3
0.7	2	4	62.7	4738.5	3317
0.7	2	5	60.9	4613	3229.1
0.7	2	5	63	4131	2891.7
0.7	4	4	59.3	4212	2948.4
0.71	1	4	62.3	4932.9	3502.4
0.71	1	4	62.9	4932.9	3502.4
0.71	1	4	61.7	5089.5	3613.6
0.71	1	4	63.4	4854.6	3446.8
0.71	2	4	62.5	4738.5	3364.3
0.71	2	4	59.6	4592.7	3260.8
0.71	2	3	62.6	5197.5	3690.2
0.71	3	4	61.7	4819.5	3421.9
0.71	4	4	61.7	4556.3	3234.9
0.72	1	4	62.7	5089.5	3664.4
0.72	1	5	62	4592.7	3306.7
0.72	1	5	60.2	5832	4199
0.72	1	5	61	4665.6	3359.2
0.72	2	6	62.9	4251.2	3060.8
0.72	3	3	61.4	5197.5	3742.2
0.72	3	4	62.5	4819.5	3470
0.72	3	6	60.1	3861	2779.9
0.72	3	6	62	3979.8	2865.5
0.73	2	6	61.8	4124.3	3010.7
0.73	3	3	62.2	5346	3902.6
0.73	3	6	59.3	3979.8	2905.3
0.73	4	5	62.7	4434.8	3237.4
0.73	6	5	62	3499.2	2554.4
0.74	1	5	62.4	4884.3	3614.4
0.74	2	3	61.5	5734.8	4243.8
0.74	3	5	62.3	5184	3836.2
0.74	4	2	61.1	5346	3956
0.75	4	4	62	4665.6	3499.2
0.76	1	3	62.1	6318	4801.7
0.76	1	7	58.2	3979.8	3024.7
0.76	4	4	59.8	4730.4	3595.1
0.76	7	5	61.6	2754	2093
0.77	1	5	61.7	5686.2	4378.4
0.77	4	5	61.7	4252.5	3274.4
0.78	4	3	62.1	5054.4	3942.4
0.78	5	4	62.2	4353.8	3395.9
0.8	1	6	62.4	4630.5	3704.4
0.8	1	7	59.8	4276.8	3421.4
0.8	2	4	63.8	5248.1	4198.5
0.8	2	5	62.6	4957.2	3965.8
0.8	2	6	62.9	4568.4	3654.7
0.8	3	4	62.2	5163.8	4131
0.8	3	5	62.4	4860	3888
0.8	4	4	62.7	4989.6	3991.7
0.8	4	5	62	4860	3888
0.8	5	4	61.6	4644	3715.2
0.8	5	5	61.6	4151.3	3321
0.81	1	5	62	5540.4	4487.7
0.81	2	5	62.5	5163.8	4182.6
0.81	2	6	59.1	4568.4	3700.4
0.81	2	6	62	4758.8	3854.6
0.81	2	6	62.1	4568.4	3700.4
0.81	2	6	62.1	4441.5	3597.6
0.82	2	6	60.9	4568.4	3746.1
0.82	6	5	61.6	3645	2988.9
0.82	6	6	61.9	3442.5	2822.9
0.85	7	5	62.8	3037.5	2581.9
0.88	2	6	62.3	4758.8	4187.7
0.88	4	4	60.6	5054.4	4447.9
0.9	3	4	61.9	5859	5273.1
0.9	3	6	62.2	5494.5	4945.1
0.9	4	4	61.4	5973.8	5376.4
0.9	4	4	62.1	5973.8	5376.4
0.9	4	4	60.8	6212.7	5591.4
0.9	4	6	58.9	5054.4	4549
0.9	6	1	62.3	5292	4762.8
0.9	6	5	62	4471.2	4024.1
0.91	1	5	61.4	6844.5	6228.5
0.91	1	6	62.6	6176.3	5620.4
0.91	2	6	61.7	5481	4987.7
0.91	3	6	60.9	5568.8	5067.6
0.91	4	4	62.7	5734.8	5218.7
0.91	5	5	61.2	5248.8	4776.4
0.92	4	3	61.3	6581.3	6054.8
0.93	1	1	60.6	12757.5	11864.5
0.93	1	4	61.5	8147.3	7576.9
0.94	3	3	59.7	7087.5	6662.3
0.94	3	7	62.4	4895.1	4601.4
0.97	2	7	61.8	4957.2	4808.5
1.01	2	4	60.4	9147.6	9239.1
1.01	3	5	61.9	7484.4	7559.2
1.02	2	6	61.1	6415.2	6543.5
1.02	3	4	61.9	9072	9253.4
1.02	4	4	60.6	7897.5	8055.5
1.02	4	4	60.3	7686.9	7840.6
1.03	3	4	60.6	9298.8	9577.8
1.04	2	6	60.8	6860.7	7135.1
1.04	4	4	63	6949.8	7227.8
1.07	3	2	61.7	12117.6	12965.8
1.07	3	2	61.8	12117.6	12965.8
1.07	4	5	62.3	7095.6	7592.3
1.08	3	6	59.7	6378.8	6889.1
1.09	3	5	60.1	8108.1	8837.8
1.09	4	5	61.3	7581.6	8263.9
1.1	4	4	59.5	8424	9266.4
1.1	4	5	60.7	7095.6	7805.2
1.1	5	4	61.9	6581.3	7239.4
1.11	3	6	60.1	5953.5	6608.4
1.11	4	4	61.7	8213.4	9116.9
1.11	4	4	61.3	8424	9350.6
1.11	5	4	61.6	7020	7792.2
1.13	2	4	60.7	9147.6	10336.8
1.13	2	5	60.5	8424	9519.1
1.13	3	4	61.7	9298.8	10507.6
1.15	4	4	62.1	8424	9687.6
1.16	5	3	60.7	7079.4	8212.1
1.19	6	5	59.9	5366.3	6385.8
1.2	3	4	62.6	9185.4	11022.5
1.2	4	4	61.3	8739.9	10487.9
1.2	4	5	61.5	7776	9331.2
1.2	5	5	62	6779.7	8135.6
1.21	3	4	61.6	9412.2	11388.8
1.21	3	4	60.3	9412.2	11388.8
1.21	4	4	62.8	8634.6	10447.9
1.21	4	4	60.7	8634.6	10447.9
1.21	6	5	61.9	5509.4	6666.3
1.22	3	4	61	9298.8	11344.5
1.23	3	4	60.4	9525.6	11716.5
1.23	4	2	61	10084.5	12403.9
1.23	6	4	61.2	5821.2	7160.1
1.24	2	4	62	10335.6	12816.1
1.24	3	5	61.6	8627.9	10698.5
1.25	4	4	62.1	8845.2	11056.5
1.25	4	4	61.7	8845.2	11056.5
1.26	3	3	62.5	10405.8	13111.3
1.26	3	4	60.8	9639	12145.1
1.27	2	5	61.2	8640	10972.8
1.3	4	6	61.5	6372	8283.6
1.31	3	2	61.8	12393	16234.8
1.31	4	4	62.1	9055.8	11863.1
1.31	4	4	60.4	8950.5	11725.2
1.31	4	6	60.6	6372	8347.3
1.31	5	5	60.9	7114.5	9320
1.31	5	5	61.8	7365.6	9648.9
1.33	2	2	60.8	14158.8	18831.2
1.34	5	3	60.5	8010.9	10734.6
1.37	4	4	61.7	9161.1	12550.7
1.41	6	2	61.8	7365.6	10385.5
1.42	5	4	61.2	7897.5	11214.5
1.5	3	8	62.1	4050	6075
1.5	4	4	61.5	10187.1	15280.7
1.5	4	5	62.2	9563.4	14345.1
1.5	6	4	61.6	7588.4	11382.5
1.51	4	3	60.7	11793.6	17808.3
1.51	5	7	62.2	5764.5	8704.4
1.51	6	5	62.8	7068.6	10673.6
1.54	3	2	62	15525	23908.5
1.54	3	5	62.7	10395	16008.3
1.54	4	4	61.7	10584	16299.4
1.56	2	6	59.6	8505	13267.8
1.56	4	5	61.8	9563.4	14918.9
1.57	2	5	61.1	11232	17634.2
1.6	1	5	62.5	12213.5	19541.5
1.65	3	7	60.5	5589	9221.9
1.69	1	6	59.7	9416.3	15913.5
1.7	5	4	62.8	9077.4	15431.6
1.72	3	5	60.2	11880	20433.6
1.72	4	5	61.4	10805.4	18585.3
1.8	5	4	62.2	9963	17933.4
1.81	5	5	60	9278.6	16794.2
2.1	3	4	60.2	17367.8	36472.3
2.1	4	7	61.3	9396	19731.6
2.11	1	6	60.5	11340	23927.4
2.14	4	4	62.1	16023.2	34289.5
2.2	4	4	62.3	16409.3	36100.4
2.25	5	6	62	10405.8	23413.1
2.3	5	5	62.8	12213.5	28090.9
2.44	6	6	60.3	8964	21872.2
0.73	2	7	64.4	3044.3	2222.3
0.78	2	5	71.4	4131	3222.2
0.86	2	5	69.4	4475.3	3848.7
0.86	3	5	71.3	4212	3622.3
1.69	1	6	63.4	7749	13095.8
0.93	1	1	62.6	8410.5	7821.8
1.35	1	4	68	6669	9003.2
0.5	2	6	68.3	2511	1255.5
0.52	2	6	74.1	2511	1305.7
0.54	2	3	71.6	3321	1793.3
0.59	2	5	72.7	2754	1624.9
0.7	4	5	74.4	3948.8	2764.1
0.71	5	4	71.2	3773.3	2679
0.72	2	4	73.2	4650.8	3348.5
0.72	2	5	74.7	4268.7	3073.5
0.72	3	4	75.2	4475.3	3222.2
0.73	2	4	68.6	4650.8	3395.1
0.73	3	4	72.9	4131	3015.6
0.74	4	4	70.1	4082.4	3021
0.75	4	5	73.3	3948.8	2961.6
0.76	4	2	73.8	4212	3201.1
0.77	3	5	68.7	4212	3243.2
0.77	5	4	73.8	3773.3	2905.4
0.8	3	2	75.1	5197.5	4158
0.8	4	1	73.3	4738.5	3790.8
0.8	4	3	74.6	4387.5	3510
0.82	3	2	79.2	4455	3653.1
0.83	2	4	69.9	4436.1	3682
0.9	2	4	71.8	5427	4884.3
0.98	2	4	74.9	5670	5556.6
1	1	5	71	6230.3	6230.3
1	3	4	72.4	5942.7	5942.7
1	3	4	71.5	6038.6	6038.6
1.01	3	4	75.5	6230.3	6292.6
1.01	5	2	75	5018	5068.1
1.02	1	2	77.8	8078.4	8240
1.02	4	4	76	5969.7	6089.1
1.04	3	4	72	6134.4	6379.8
1.05	1	2	72.7	8553.6	8981.3
1.05	2	4	73.5	5994	6293.7
1.14	2	4	72.9	5994	6833.2
1.16	2	7	68.9	3442.5	3993.3
1.2	3	4	71.9	7188.8	8626.5
1.2	3	4	72.6	7188.8	8626.5
1.2	3	7	73.6	4860	5832
1.21	2	5	68.5	7265.7	8791.5
1.21	4	4	73.1	7055.1	8536.7
1.22	3	6	73	6264	7642.1
1.22	4	3	73.6	7371	8992.6
1.22	4	5	69.9	6528.6	7964.9
1.22	5	4	74.5	5580.9	6808.7
1.23	4	5	71.4	6528.6	8030.2
1.24	3	4	73.7	7668	9508.3
1.24	4	4	72.6	7055.1	8748.3
1.24	4	4	70.9	7236	8972.6
1.24	4	5	74.6	6528.6	8095.5
1.25	1	6	69.2	6277.5	7846.9
1.25	2	4	72.9	7692.3	9615.4
1.25	5	4	70.9	5366.3	6707.8
1.25	5	5	75.8	5400	6750
1.26	1	5	76.1	7188.8	9057.8
1.3	3	6	75.1	6264	8143.2
1.3	4	1	73.3	7695	10003.5
1.3	4	5	75	6696	8704.8
1.3	5	2	71.7	5973.8	7765.9
1.32	3	4	74.3	7476.3	9868.7
1.37	5	1	75	6719	9205
1.38	4	2	73.8	7686.9	10607.9
1.42	1	4	72.9	8413.2	11946.7
1.52	1	5	75.5	8170.2	12418.7
1.52	4	5	75.7	7581.6	11524
1.7	4	5	73.3	7897.5	13425.8
1.71	3	5	76.4	8627.9	14753.6
1.71	4	5	70.3	8424	14405
1.77	2	5	73.1	9055.8	16028.8
1.79	3	3	75.3	9963	17833.8
1.82	4	5	72	8213.4	14948.4
2.01	4	4	72.1	10189.8	20481.5
2.03	3	5	72.9	11340	23020.2
2.03	3	5	74.2	11037.6	22406.3
2.03	4	5	71.3	10428.8	21170.4
2.06	3	2	70.5	14175	29200.5
2.33	4	5	74.2	10428.8	24299
2.53	4	1	74.3	12757.5	32276.5
3.01	3	2	71.5	17671.5	53191.2
3.01	4	4	72	14782.5	44495.3
3.17	3	3	71.5	17313.8	54884.6
3.35	3	3	75.2	16852.1	56454.4
1.52	3	7	63.4	4826.3	7335.9
0.8	5	3	69.9	3645	2916
0.97	4	2	70	5177.3	5021.9
1.25	4	5	71.9	5607.9	7009.9
1.52	3	4	70.4	7634.3	11604.1
1.72	4	4	69.1	8081.1	13899.5
